Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,BsmtFlag,WoodDeckFlag,PoolFlag,BsmtFinPerc,SalePrice
1116,5,3,93.0,12085,1,1,3,3,4,0,16,2,2,0,2,8,5,2007,3,1,12,13,3,328.0,4.0,3.0,2,5.0,3.0,1.0,6.0,1.0,1734.0,1,5.0,1,4,0,1734,1.0,0.0,2,0,3,1,5.0,7,7.0,1,4.0,1,2.0,3.0,3.0,2.0,0,0,0,0,0,4,1,0,6,5,1.0,0,0,0.5790080738177624,12.669806661762314
1117,13,3,74.0,7750,1,1,3,3,4,0,8,2,2,0,7,8,5,2002,3,1,12,13,2,0.0,4.0,3.0,2,4.0,3.0,1.0,6.0,1.0,408.0,1,5.0,1,4,0,1419,1.0,0.0,2,1,3,1,4.0,7,7.0,1,3.0,3,3.0,2.0,3.0,2.0,120,0,0,0,0,4,1,0,8,4,1.0,1,0,0.8651960784313726,12.123234367221169
1118,5,3,57.0,9764,1,1,0,3,2,0,19,1,2,0,2,5,7,2003,1,1,12,13,2,0.0,3.0,3.0,1,3.0,3.0,1.0,4.0,1.0,894.0,1,5.0,1,4,0,894,1.0,0.0,1,0,3,1,4.0,5,7.0,0,0.0,1,2.0,2.0,3.0,2.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,0.785234899328859,11.77528972943772
1119,13,3,85.0,13825,1,1,3,3,4,0,19,2,2,0,7,5,6,1987,1,1,8,8,2,0.0,3.0,4.0,1,3.0,3.0,1.0,1.0,1.0,533.0,1,3.0,1,4,0,1601,0.0,1.0,1,0,3,1,3.0,6,5.0,0,0.0,3,2.0,1.0,3.0,2.0,280,34,0,0,0,4,1,0,8,4,1.0,1,0,0.0,11.84939770159144
1120,5,3,70.0,7560,1,1,3,3,4,0,12,2,2,0,2,5,5,1959,1,1,3,14,2,0.0,3.0,3.0,1,3.0,3.0,1.0,2.0,1.0,1040.0,1,3.0,1,0,0,1040,0.0,0.0,1,0,3,1,3.0,6,7.0,0,0.0,1,2.0,1.0,3.0,2.0,140,0,252,0,0,1,1,0,8,4,1.0,1,0,0.3548076923076923,11.803353763090035
1121,6,4,59.0,8263,1,1,3,0,4,1,9,2,2,0,2,6,5,1950,1,1,3,3,2,0.0,3.0,3.0,0,3.0,3.0,1.0,1.0,1.0,1012.0,1,3.0,1,0,0,1012,0.0,0.0,1,0,2,1,3.0,6,7.0,1,4.0,5,1.0,1.0,3.0,2.0,0,22,112,0,0,2,1,0,8,4,1.0,0,0,0.0,11.681824001432043
1122,5,3,84.0,10084,1,1,3,3,4,0,5,2,2,0,2,7,5,2006,1,1,12,13,1,196.0,4.0,3.0,2,4.0,3.0,3.0,6.0,1.0,1552.0,1,5.0,1,4,0,1552,0.0,0.0,2,0,3,1,4.0,7,7.0,0,0.0,1,2.0,3.0,3.0,2.0,144,20,0,0,0,4,1,0,6,5,1.0,1,0,0.015463917525773196,12.26857785088157
1123,5,3,74.0,8926,1,1,0,3,0,0,7,2,2,0,2,4,3,1956,1,1,0,0,2,0.0,3.0,3.0,1,3.0,3.0,1.0,1.0,1.0,672.0,1,5.0,1,0,0,960,0.0,0.0,1,0,3,1,3.0,5,7.0,0,0.0,2,1.0,1.0,3.0,2.0,64,0,0,0,160,2,1,0,0,0,1.0,1,0,0.0,11.626254150277232
1124,5,3,50.0,9405,1,1,3,3,4,0,7,2,2,0,2,5,9,2008,3,1,12,13,2,0.0,3.0,5.0,1,3.0,3.0,1.0,1.0,1.0,698.0,1,5.0,1,4,0,698,0.0,1.0,1,0,2,1,3.0,4,7.0,0,0.0,6,0.0,0.0,0.0,2.0,0,200,0,0,0,4,1,0,8,4,1.0,0,0,0.0,11.678439903447801
1125,13,3,74.0,9125,1,1,0,3,4,0,8,2,2,0,7,7,5,1992,1,1,6,6,1,170.0,3.0,3.0,2,4.0,3.0,1.0,1.0,1.0,384.0,1,4.0,1,4,0,1482,0.0,0.0,2,1,3,1,4.0,7,7.0,1,3.0,1,3.0,2.0,3.0,2.0,100,25,0,0,0,4,1,0,8,4,1.0,1,0,0.0,12.00701176473192
1126,5,3,60.0,10434,1,1,3,3,4,0,12,2,2,0,2,4,5,1955,1,1,9,10,2,0.0,3.0,3.0,1,3.0,3.0,1.0,1.0,1.0,1005.0,1,3.0,1,4,0,1005,0.0,0.0,1,0,2,1,2.0,5,7.0,1,3.0,5,1.0,2.0,2.0,2.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,0.0,11.652687407345388
1127,0,3,53.0,3684,1,1,3,3,4,0,0,2,2,4,2,7,5,2007,3,1,12,13,1,130.0,4.0,3.0,2,4.0,3.0,1.0,1.0,1.0,1373.0,1,5.0,1,4,0,1555,0.0,0.0,2,0,2,1,4.0,7,7.0,1,3.0,1,3.0,3.0,3.0,2.0,143,20,0,0,0,4,1,0,8,4,1.0,1,0,0.0,12.066810578196666
1128,5,3,182.0,14572,1,1,2,3,0,0,8,2,2,0,2,7,5,2004,3,1,12,13,2,0.0,4.0,3.0,2,4.0,3.0,3.0,6.0,1.0,1530.0,1,5.0,1,4,0,1530,1.0,0.0,2,0,3,1,4.0,7,7.0,1,4.0,1,3.0,3.0,3.0,2.0,144,36,0,0,0,4,1,0,8,3,1.0,1,0,0.8496732026143791,12.464583340681674
1129,10,3,59.0,11796,1,1,0,3,4,0,8,2,2,0,5,7,5,2005,1,1,12,13,2,0.0,4.0,3.0,2,4.0,3.0,3.0,1.0,1.0,847.0,1,5.0,1,4,0,1959,0.0,0.0,2,1,4,1,4.0,8,7.0,1,4.0,3,3.0,2.0,3.0,2.0,100,48,0,0,0,4,1,0,8,4,1.0,1,0,0.0,12.2783933071098
1130,15,4,60.0,7200,1,0,3,3,4,0,17,2,2,2,6,5,5,1980,1,1,8,8,1,180.0,3.0,3.0,1,4.0,3.0,4.0,6.0,1.0,936.0,1,3.0,1,4,0,936,1.0,0.0,1,0,2,1,3.0,4,7.0,0,0.0,5,1.0,2.0,3.0,2.0,49,0,0,0,0,4,1,0,8,4,1.0,1,0,1.0,11.84939770159144
1131,9,3,65.0,7804,1,1,3,3,4,0,18,2,2,0,0,4,3,1950,1,1,14,10,2,0.0,3.0,3.0,0,3.0,3.0,1.0,4.0,1.0,1122.0,1,3.0,1,4,0,1981,1.0,0.0,2,0,4,1,4.0,7,5.0,2,3.0,5,1.0,2.0,3.0,2.0,431,44,0,0,0,2,1,0,8,4,1.0,1,0,0.5543672014260249,11.813030057420567
1132,5,3,63.0,10712,1,1,3,3,4,0,11,2,2,0,2,5,5,1992,1,1,6,6,2,0.0,3.0,3.0,2,4.0,3.0,2.0,4.0,1.0,974.0,1,3.0,1,4,0,974,0.0,0.0,1,0,3,1,3.0,5,7.0,0,0.0,6,0.0,0.0,0.0,2.0,0,28,0,0,0,2,1,0,7,0,1.0,0,0,0.21765913757700206,11.44571671527678
1133,11,4,90.0,9900,1,1,3,3,4,0,17,2,2,0,5,6,4,1950,1,1,13,14,2,0.0,3.0,3.0,0,3.0,3.0,2.0,1.0,1.0,1008.0,2,3.0,1,4,0,2210,0.0,0.0,2,0,5,1,2.0,8,7.0,0,0.0,5,1.0,1.0,2.0,0.0,0,48,0,0,0,4,1,0,8,4,1.0,0,0,0.0,11.67419361256635
1134,10,3,80.0,9828,1,1,0,3,4,0,20,2,2,0,5,8,5,1995,1,1,12,13,2,0.0,4.0,3.0,2,4.0,3.0,1.0,6.0,1.0,1128.0,1,5.0,1,4,0,2020,0.0,0.0,2,1,3,1,4.0,8,7.0,1,3.0,1,2.0,2.0,3.0,2.0,0,155,0,0,0,4,1,0,8,4,1.0,0,0,0.5177304964539007,12.386308695833106
1135,10,3,57.0,8773,1,1,0,1,4,0,8,2,2,0,5,6,5,1997,1,1,12,13,2,0.0,3.0,3.0,2,4.0,3.0,3.0,1.0,1.0,916.0,1,4.0,1,4,0,1600,0.0,0.0,2,1,3,1,3.0,7,7.0,1,3.0,1,3.0,2.0,3.0,2.0,100,38,0,0,0,4,1,0,8,4,1.0,1,0,0.0,12.037653993905211
1136,6,4,60.0,6180,1,1,3,3,0,0,3,2,2,0,2,6,5,1950,1,1,13,14,2,0.0,3.0,3.0,0,3.0,3.0,1.0,1.0,1.0,960.0,1,3.0,0,4,0,986,0.0,0.0,1,0,2,1,3.0,5,7.0,1,4.0,5,1.0,1.0,3.0,2.0,0,128,0,0,0,4,1,0,8,4,1.0,0,0,0.0,11.532728092266408
1137,9,3,80.0,9600,1,1,3,3,4,0,12,2,2,0,0,6,5,1950,1,1,12,13,2,0.0,3.0,3.0,1,3.0,3.0,1.0,4.0,1.0,1032.0,1,3.0,1,0,0,1252,0.0,0.0,1,0,3,1,3.0,6,7.0,0,0.0,1,1.0,1.0,3.0,2.0,0,0,96,0,0,4,1,0,8,0,1.0,0,0,0.2713178294573643,11.686878772093667
1138,9,3,54.0,6342,1,1,3,3,4,0,19,1,2,0,0,5,8,1996,1,1,12,13,2,0.0,3.0,4.0,1,3.0,3.0,1.0,1.0,1.0,780.0,1,4.0,0,4,0,1020,0.0,0.0,1,0,2,1,3.0,6,7.0,0,0.0,6,0.0,0.0,0.0,0.0,0,0,176,0,0,4,1,0,8,4,1.0,0,0,0.0,11.451050061252142
1139,5,3,74.0,9819,1,1,0,3,4,1,11,2,2,0,2,6,5,1977,1,1,9,7,2,0.0,3.0,3.0,2,3.0,3.0,4.0,5.0,1.0,1567.0,1,3.0,1,4,0,1567,1.0,0.0,2,0,2,1,4.0,5,7.0,2,3.0,1,2.0,2.0,3.0,2.0,264,32,0,0,0,4,1,0,8,4,1.0,1,0,1.0,12.185869938212655
1140,6,3,98.0,8731,1,1,0,3,4,0,3,2,2,0,2,5,5,1950,1,1,11,12,2,0.0,3.0,2.0,0,3.0,3.0,1.0,4.0,1.0,915.0,1,3.0,1,4,0,1167,0.0,0.0,1,0,3,1,3.0,6,3.0,1,4.0,5,1.0,2.0,3.0,2.0,0,0,216,0,126,4,1,0,8,4,1.0,0,0,0.7049180327868853,11.877568578558138
1141,5,3,60.0,7350,1,1,3,3,0,0,12,2,2,0,2,5,7,1951,1,1,6,6,2,0.0,3.0,3.0,1,3.0,3.0,2.0,5.0,1.0,952.0,1,3.0,1,4,0,952,1.0,0.0,1,0,2,1,3.0,4,7.0,0,0.0,5,1.0,2.0,3.0,2.0,0,0,0,0,0,4,1,0,0,0,1.0,0,0,0.8949579831932774,11.842229212112828
1142,10,3,74.0,10304,1,1,0,3,1,0,14,4,2,0,5,5,7,1976,1,1,9,10,1,44.0,3.0,4.0,1,3.0,3.0,1.0,5.0,1.0,780.0,1,5.0,1,4,0,1868,1.0,0.0,2,1,4,1,4.0,9,7.0,1,3.0,1,1.0,2.0,3.0,2.0,448,96,0,0,0,4,1,0,8,4,1.0,1,0,0.48846153846153845,12.193493863323313
1143,10,3,77.0,9965,1,1,3,3,4,0,5,2,2,0,5,8,5,2007,3,1,12,13,3,340.0,4.0,3.0,2,5.0,3.0,4.0,6.0,1.0,1466.0,1,5.0,1,4,0,2828,1.0,0.0,3,0,4,1,4.0,11,7.0,1,3.0,3,2.0,3.0,3.0,2.0,125,144,0,0,0,4,1,0,6,5,1.0,1,0,0.7844474761255116,12.959538518762063
1144,5,3,74.0,9000,1,1,3,3,4,0,19,2,2,0,2,5,3,1959,1,1,13,10,2,0.0,3.0,3.0,1,3.0,3.0,1.0,6.0,1.0,1006.0,1,3.0,1,4,0,1006,0.0,0.0,1,0,3,1,3.0,5,7.0,0,0.0,6,0.0,0.0,0.0,2.0,0,24,0,0,0,4,1,0,8,4,1.0,0,0,0.28628230616302186,11.289781913656018
1145,4,3,60.0,12180,1,1,3,3,4,0,7,2,2,1,0,4,4,1950,1,1,8,8,2,0.0,3.0,2.0,0,4.0,3.0,1.0,4.0,1.0,672.0,3,2.0,0,0,0,924,1.0,0.0,1,0,2,1,2.0,5,7.0,0,0.0,5,1.0,1.0,3.0,2.0,0,0,0,0,0,2,1,0,8,4,1.0,0,0,0.5178571428571429,11.289781913656018
1146,9,4,52.0,6240,1,1,3,3,4,0,3,2,2,0,0,5,6,1950,1,1,8,8,2,0.0,3.0,3.0,0,3.0,3.0,1.0,1.0,1.0,1042.0,1,5.0,1,4,0,1576,0.0,0.0,1,0,3,1,3.0,8,7.0,1,4.0,5,1.0,1.0,3.0,2.0,0,0,0,0,0,4,1,0,8,3,1.0,0,0,0.0,11.911701584927597
1147,5,3,74.0,11200,1,1,3,3,4,0,20,2,2,0,2,6,5,1985,1,1,13,15,1,85.0,4.0,3.0,1,4.0,3.0,1.0,6.0,1.0,1298.0,1,3.0,1,4,0,1298,1.0,0.0,2,0,3,1,4.0,5,7.0,1,3.0,1,1.0,2.0,3.0,2.0,165,26,0,0,0,4,1,0,8,4,1.0,1,0,0.9691833590138675,12.100712129872347
1148,11,3,75.0,12000,1,1,3,0,4,0,6,2,2,0,5,7,7,1950,1,1,8,8,2,0.0,3.0,3.0,1,3.0,3.0,1.0,3.0,1.0,704.0,1,5.0,1,4,0,1564,0.0,0.0,1,1,3,1,2.0,7,7.0,1,4.0,1,1.0,1.0,3.0,2.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,0.390625,12.069680020624618
1149,9,4,58.0,5700,1,1,3,3,4,0,17,2,2,0,0,7,7,1950,1,1,13,14,2,0.0,3.0,3.0,2,3.0,3.0,1.0,1.0,1.0,572.0,1,3.0,1,4,0,1111,0.0,0.0,1,0,2,1,3.0,5,7.0,1,4.0,5,1.0,1.0,3.0,2.0,0,0,176,0,0,4,1,0,8,4,1.0,0,0,0.0,11.66907414746016
1150,11,4,50.0,9000,1,1,3,3,4,0,17,0,2,0,5,7,9,1988,3,1,12,13,2,0.0,3.0,4.0,2,3.0,3.0,1.0,5.0,1.0,650.0,1,5.0,1,4,0,1482,0.0,1.0,1,0,3,1,3.0,7,7.0,0,0.0,5,1.0,2.0,3.0,2.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,0.96,11.870599909242044
1151,5,3,57.0,8280,1,1,0,3,4,0,12,2,2,0,2,6,5,1950,1,1,3,3,2,0.0,3.0,3.0,1,3.0,3.0,1.0,1.0,1.0,932.0,1,5.0,1,0,0,932,0.0,0.0,1,0,2,1,4.0,4,7.0,1,4.0,1,1.0,1.0,3.0,2.0,0,0,214,0,0,0,1,0,8,4,1.0,0,0,0.0,11.728036844587175
1152,5,3,134.0,17755,1,1,3,3,4,0,7,2,2,0,2,5,4,1959,1,1,6,10,1,132.0,3.0,3.0,1,3.0,3.0,1.0,4.0,1.0,1466.0,1,3.0,1,4,0,1466,0.0,0.0,1,1,3,1,2.0,6,7.0,2,4.0,1,3.0,2.0,3.0,2.0,0,140,0,0,100,4,1,0,8,4,1.0,0,0,0.12005457025920874,11.917723684090689
1153,5,3,90.0,14115,1,1,0,3,4,0,6,2,2,0,2,6,7,2004,1,1,10,11,2,0.0,3.0,3.0,2,3.0,3.0,1.0,5.0,6.0,1073.0,1,5.0,1,4,0,1811,0.0,0.0,1,0,2,1,5.0,6,7.0,1,4.0,1,3.0,2.0,3.0,2.0,0,0,280,0,0,4,1,0,8,0,1.0,0,0,0.7856477166821995,12.345834587905333
1154,6,4,58.0,5890,1,1,3,3,0,0,9,2,2,0,2,6,8,2007,1,1,13,14,2,0.0,4.0,4.0,0,3.0,3.0,3.0,5.0,1.0,816.0,1,5.0,1,4,0,816,0.0,0.0,1,0,2,1,3.0,5,7.0,0,0.0,5,1.0,1.0,3.0,2.0,0,0,96,0,0,4,1,0,8,4,1.0,0,0,0.6593137254901961,11.699405031912846
1155,10,3,74.0,13700,1,1,0,3,4,0,12,2,2,0,5,7,6,1988,1,1,12,13,3,288.0,3.0,3.0,1,3.0,3.0,4.0,5.0,1.0,864.0,1,3.0,1,4,0,1820,0.0,0.0,1,2,4,1,4.0,8,7.0,2,4.0,1,1.0,2.0,3.0,2.0,60,84,0,0,273,0,1,0,8,4,1.0,1,0,0.5254629629629629,12.215032386901646
1156,5,3,90.0,10768,1,1,0,3,0,0,24,2,2,0,2,5,8,2004,1,1,9,10,2,0.0,4.0,4.0,1,4.0,3.0,4.0,5.0,1.0,1437.0,1,3.0,1,4,0,1437,1.0,0.0,2,0,3,1,4.0,6,7.0,1,2.0,1,2.0,2.0,3.0,2.0,0,21,0,0,180,4,1,0,8,4,1.0,0,0,0.8051496172581768,12.292250341771226
1157,13,3,85.0,9350,1,1,3,3,4,0,12,2,2,0,7,5,8,1999,1,1,3,3,2,0.0,3.0,4.0,2,3.0,3.0,4.0,5.0,1.0,1219.0,1,4.0,1,4,0,1265,0.0,1.0,2,0,3,1,4.0,6,7.0,1,4.0,1,2.0,2.0,3.0,2.0,0,92,0,96,0,2,1,0,8,4,1.0,0,0,0.5192780968006563,12.100156419938624
1158,0,3,34.0,5001,1,1,0,3,4,0,16,2,2,3,2,7,5,2008,1,1,12,13,3,166.0,4.0,3.0,2,4.0,3.0,1.0,6.0,1.0,1314.0,1,5.0,1,4,0,1314,1.0,0.0,2,0,2,1,4.0,6,7.0,1,4.0,1,2.0,2.0,3.0,2.0,172,62,0,0,0,4,1,0,8,4,1.0,1,0,0.6879756468797564,12.345834587905333
1159,5,3,92.0,11932,1,1,3,3,2,0,21,1,2,0,2,8,5,2008,1,1,12,13,3,186.0,4.0,3.0,2,4.0,3.0,1.0,1.0,1.0,1580.0,1,5.0,1,4,0,1580,0.0,0.0,2,0,3,1,4.0,7,7.0,0,0.0,1,2.0,3.0,3.0,2.0,0,24,0,0,0,4,1,0,3,5,1.0,0,0,0.0,12.367885325692589
1160,10,3,76.0,9120,1,1,3,3,4,0,14,2,2,0,5,6,6,1974,3,1,6,6,1,270.0,4.0,3.0,1,3.0,3.0,1.0,5.0,1.0,901.0,1,3.0,1,4,0,1876,0.0,0.0,2,1,4,1,4.0,8,7.0,1,3.0,1,2.0,2.0,4.0,2.0,0,69,0,0,0,4,1,0,8,4,1.0,0,0,0.49056603773584906,12.128111104060462
1161,2,3,24.0,2280,1,1,3,3,4,0,13,2,2,3,5,6,5,1978,1,1,9,2,2,0.0,3.0,3.0,1,4.0,3.0,1.0,5.0,1.0,855.0,1,2.0,1,4,0,1456,0.0,0.0,2,1,3,1,3.0,7,7.0,1,3.0,1,1.0,2.0,3.0,2.0,26,0,0,0,0,4,1,0,8,4,1.0,1,0,0.36374269005847953,11.891361900690473
1162,5,3,74.0,14778,1,1,0,2,1,0,6,4,2,0,2,6,7,2006,3,1,6,6,1,72.0,4.0,3.0,1,3.0,3.0,1.0,4.0,1.0,1296.0,1,5.0,1,4,0,1640,1.0,0.0,1,0,3,1,4.0,7,7.0,1,4.0,5,1.0,2.0,3.0,2.0,108,0,0,216,0,4,1,0,8,4,1.0,1,0,0.5617283950617284,12.319401330837177
1163,5,3,109.0,8724,1,1,3,3,4,0,19,2,2,0,2,5,5,1968,1,1,12,13,2,0.0,3.0,3.0,1,4.0,3.0,1.0,4.0,1.0,894.0,1,4.0,1,4,0,894,0.0,0.0,1,0,3,1,3.0,5,7.0,1,1.0,1,3.0,2.0,3.0,2.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,0.5503355704697986,11.76756768334381
1164,15,3,60.0,12900,1,1,3,3,4,0,19,1,2,2,6,4,4,1969,1,1,9,10,2,0.0,3.0,3.0,1,4.0,3.0,3.0,6.0,1.0,1198.0,1,3.0,1,4,0,1258,2.0,0.0,0,2,0,2,3.0,6,7.0,0,0.0,4,1.0,2.0,2.0,2.0,120,0,0,0,0,4,1,0,8,2,1.0,1,0,1.0,11.598726943661342
1165,13,3,74.0,16157,1,1,0,3,2,0,24,1,2,0,7,5,7,1978,1,1,9,10,2,0.0,3.0,3.0,2,4.0,3.0,4.0,5.0,3.0,1360.0,1,5.0,1,4,0,1432,1.0,0.0,1,1,2,1,4.0,5,7.0,1,3.0,1,1.0,2.0,3.0,2.0,168,180,0,0,0,4,1,0,8,4,1.0,1,0,0.7875,12.175613438045465
1166,5,3,79.0,9541,1,1,0,3,4,0,16,2,2,0,2,7,5,2009,1,1,12,13,3,268.0,4.0,3.0,2,4.0,3.0,1.0,1.0,1.0,1502.0,1,5.0,1,4,0,1502,0.0,0.0,2,0,3,1,4.0,7,7.0,0,0.0,1,2.0,2.0,3.0,2.0,0,114,0,0,0,4,1,0,6,5,1.0,0,0,0.0,12.359523080243038
1167,5,3,64.0,10475,1,1,0,3,0,0,5,2,2,0,2,8,5,2008,1,1,12,13,3,72.0,4.0,3.0,2,4.0,3.0,3.0,1.0,1.0,1694.0,1,5.0,1,4,0,1694,0.0,0.0,2,0,3,1,4.0,7,7.0,0,0.0,1,2.0,3.0,3.0,2.0,160,33,0,0,0,4,1,0,8,4,1.0,1,0,0.0,12.41044104151805
1168,10,3,58.0,10852,1,1,0,3,4,0,8,6,2,0,5,6,5,2000,1,1,12,13,2,0.0,3.0,3.0,2,4.0,3.0,1.0,6.0,1.0,959.0,1,5.0,1,4,0,1671,1.0,0.0,2,1,3,1,3.0,7,7.0,1,3.0,1,3.0,2.0,3.0,2.0,0,38,0,0,0,4,1,0,8,4,1.0,0,0,0.8196037539103233,12.061046873479915
1169,11,3,120.0,13728,1,1,3,3,0,0,7,2,2,0,5,6,7,1986,3,1,11,12,2,0.0,3.0,3.0,1,3.0,3.0,1.0,3.0,1.0,1127.0,1,5.0,1,4,0,2108,0.0,0.0,2,0,4,1,4.0,7,7.0,2,3.0,2,1.0,2.0,3.0,2.0,0,0,0,0,90,4,1,0,8,4,1.0,0,0,0.5554569653948536,12.367340793126296
1170,10,3,118.0,35760,1,1,0,3,1,0,15,2,2,0,5,10,5,1996,3,1,6,6,1,1378.0,4.0,4.0,2,5.0,3.0,4.0,6.0,1.0,1930.0,1,5.0,1,4,0,3627,1.0,0.0,3,1,4,1,4.0,10,7.0,1,3.0,1,3.0,3.0,3.0,2.0,361,76,0,0,0,4,1,0,8,4,1.0,1,0,0.7186528497409327,13.345506928718539
1171,13,3,76.0,9880,1,1,3,3,4,0,11,2,2,0,7,6,6,1977,1,1,9,10,2,0.0,3.0,3.0,1,3.0,3.0,3.0,5.0,1.0,1096.0,1,3.0,1,4,0,1118,1.0,0.0,1,0,3,1,3.0,6,7.0,1,1.0,1,3.0,1.0,3.0,2.0,203,0,0,0,0,0,1,0,8,4,1.0,1,1,0.4762773722627737,12.049418835484797
1172,5,3,76.0,9120,1,1,3,3,4,0,12,2,2,0,2,6,6,1958,3,1,8,8,2,0.0,3.0,3.0,1,3.0,3.0,1.0,5.0,1.0,1261.0,1,5.0,1,4,0,1261,1.0,0.0,1,0,3,1,3.0,6,7.0,1,3.0,1,2.0,2.0,3.0,2.0,0,0,0,0,288,4,3,1400,8,4,1.0,0,0,0.5249801744647106,11.992879425069132
1173,2,1,35.0,4017,1,2,0,3,4,0,21,2,2,4,5,7,5,2007,1,1,8,8,2,0.0,4.0,3.0,2,4.0,3.0,1.0,1.0,1.0,625.0,1,5.0,1,4,0,1250,0.0,0.0,2,1,2,1,4.0,5,7.0,0,0.0,5,3.0,2.0,3.0,2.0,0,54,0,0,0,4,1,0,8,4,1.0,0,0,0.0,12.05466819137094
1174,9,3,138.0,18030,1,1,0,0,4,0,4,2,2,0,0,5,6,1994,1,1,8,8,2,0.0,3.0,3.0,1,3.0,3.0,1.0,3.0,4.0,1598.0,1,3.0,1,4,479,3086,0.0,0.0,3,0,3,1,5.0,12,3.0,1,4.0,6,0.0,0.0,0.0,2.0,122,0,0,0,0,2,1,0,8,4,1.0,1,0,0.3886107634543179,12.20856952572876
1175,11,3,80.0,16560,1,1,0,3,4,0,6,2,2,0,5,6,8,1950,1,1,13,14,2,0.0,3.0,3.0,0,4.0,3.0,1.0,3.0,1.0,952.0,1,3.0,1,4,0,2345,0.0,0.0,2,1,4,1,3.0,9,7.0,1,4.0,5,1.0,2.0,3.0,2.0,0,0,0,0,0,4,1,0,8,4,1.0,0,0,0.5283613445378151,12.384218830913648
1176,9,3,85.0,10678,1,1,3,3,4,0,15,2,2,0,0,8,5,2000,3,1,6,6,1,337.0,4.0,3.0,2,4.0,3.0,1.0,6.0,1.0,1683.0,1,5.0,1,4,0,2872,0.0,0.0,2,1,4,1,4.0,9,7.0,1,3.0,1,3.0,2.0,3.0,2.0,0,33,0,0,0,4,1,0,8,4,1.0,0,0,0.41592394533571003,12.560244459250788
1177,5,3,37.0,6951,1,1,0,3,1,0,11,2,2,0,2,5,5,1985,1,1,6,10,2,0.0,3.0,3.0,1,3.0,3.0,1.0,5.0,1.0,876.0,1,3.0,1,4,0,923,1.0,0.0,1,0,3,1,3.0,5,7.0,0,0.0,1,1.0,1.0,3.0,2.0,362,0,0,0,0,2,1,0,8,4,1.0,1,0,0.7511415525114156,11.691071650353702
1178,9,4,58.0,3950,1,0,3,0,4,0,17,0,2,0,0,6,8,2004,1,1,8,8,2,0.0,3.0,3.0,1,3.0,3.0,1.0,3.0,1.0,818.0,1,3.0,1,4,0,1224,0.0,0.0,1,0,3,1,3.0,5,7.0,0,0.0,5,1.0,1.0,3.0,0.0,0,0,116,0,0,4,1,0,8,4,1.0,0,0,0.5721271393643031,11.652687407345388
1179,9,3,54.0,7681,1,1,0,3,2,0,6,2,2,0,0,5,6,1950,1,1,13,14,2,0.0,3.0,3.0,0,3.0,3.0,1.0,1.0,1.0,731.0,1,5.0,1,4,0,1343,0.0,0.0,1,1,3,1,3.0,7,7.0,1,4.0,5,1.0,1.0,2.0,2.0,192,0,102,0,0,4,1,0,8,4,1.0,1,0,0.0,11.95053502640496
1180,5,3,77.0,8335,1,1,3,3,0,0,7,2,2,0,2,5,5,1954,1,1,13,14,2,0.0,3.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,1,4,0,1124,0.0,0.0,1,0,3,1,3.0,5,5.0,1,4.0,6,0.0,0.0,0.0,0.0,0,36,190,0,0,4,1,0,8,4,0.0,0,0,0.0,11.440354772135393
1181,10,3,74.0,11170,1,1,1,3,0,0,23,2,2,0,5,7,5,1991,1,1,8,8,2,0.0,3.0,3.0,5,4.0,3.0,1.0,2.0,1.0,1216.0,1,5.0,1,4,0,2514,0.0,0.0,2,1,4,1,3.0,8,7.0,0,0.0,1,3.0,2.0,3.0,2.0,0,0,0,0,0,0,1,0,8,4,1.0,0,0,1.0,12.429216196844383
1182,0,4,64.0,5587,1,1,0,1,4,1,6,2,2,4,2,8,5,2008,3,1,5,5,3,186.0,5.0,3.0,2,5.0,3.0,4.0,6.0,1.0,1600.0,1,5.0,1,4,0,1652,1.0,1.0,2,0,2,1,4.0,5,7.0,1,4.0,1,3.0,2.0,3.0,2.0,162,53,0,153,0,4,1,0,6,5,1.0,1,0,0.925,12.8802918162046
